Business Summary Report,
,,,
,
,
,Agreement Document No,Currency,Amount,Pool Mode?,,Status,Number of Invoices,Total Invoice Amount,Invoice Balance,Available Financing Amount,Total Financing Amount,Financing Balance,
,,,,,C010492001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010495nm,SCFUS2305553doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010495001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010544nm,SCFUS2305597doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010544001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010547nm,SCFUS2305599doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010547001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010556nm,SCFUS2305606doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010556001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010559nm,SCFUS2305608doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010559001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010561nm,SCFUS2305609doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010561001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010563nm,SCFUS2305610doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010563001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010565nm,SCFUS2305611doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010565001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010586nm,SCFUS2305620doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010586001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010588nm,SCFUS2305621doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010588001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010590nm,SCFUS2305622doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010590001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010592nm,SCFUS2305623doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010592001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010596nm,SCFUS2305625doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010596001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010598nm,SCFUS2305626doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010598001nm,Active,1,"9 800.00",0.00,0.00,"7 840.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00",0.00,0.00,"7 840.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010600nm,SCFUS2305627doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010600001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010602nm,SCFUS2305628doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010602001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010604nm,SCFUS2305629doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,C010604001nm,Active,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010606nm,SCFUS2305630doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010606001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010608nm,SCFUS2305631doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010608001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010610nm,SCFUS2305632doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010610001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010612nm,SCFUS2305633doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010612001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010617nm,SCFUS2305635doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010617001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010623nm,C010623doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010623nm,Active,5,"150 000.00","150 000.00","120 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,5,"150 000.00","150 000.00","120 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010639nm,SCFUS2305640doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010639001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010641nm,SCFUS2305641doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010641001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010643nm,SCFUS2305642doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010643001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010645nm,SCFUS2305643doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010645001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010647nm,SCFUS2305644doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010647001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010649nm,SCFUS2305646doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010649001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010651nm,SCFUS2305647doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010651001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010653nm,SCFUS2305650doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010653001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010654nm,SCFUS2305648doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010654001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010656nm,SCFUS2305649doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010656001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010659nm,SCFUS2305651doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010659001nm,Active,5,"8 000.00","8 000.00","1 400.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","8 000.00","1 400.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010662nm,SCFUS2305653doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010662001nm,Active,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010664nm,SCFUS2305654doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010664001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010666nm,SCFUS2305655doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010666001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010668nm,SCFUS2305656doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010668001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010670nm,SCFUS2305657doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010670001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010672nm,SCFUS2305658doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010672001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010674nm,SCFUS2305659doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010674001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010676nm,SCFUS2305660doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010676001nm,Active,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010680nm,SCFUS2305662doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010680001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010684nm,C010684doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010684nm,Active,4,"240 000.00","30 000.00","24 000.00","168 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,4,"240 000.00","30 000.00","24 000.00","168 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010749nm,SCFUS2305694doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010749001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010761nm,SCFUS2305695doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010761001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010781nm,C010781doc,USD,"100 000.00",,,,,,,,,,
,,,,,C010781nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010787nm,C010787doc,USD,"100 000.00",,,,,,,,,,
,,,,,C010787nm,Active,2,"33 000.00","33 000.00","8 800.00","17 600.00","17 600.00",
,,,,,,,,,,,,,
,,,,,,,2,"33 000.00","33 000.00","8 800.00","17 600.00","17 600.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010789nm,SCFUS2305697doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010789001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010793nm,SCFUS2305699doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010793001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010795nm,SCFUS2305700doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010795001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010797nm,SCFUS2305701doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010797001nm,Active,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 800.00","9 800.00","7 840.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010799nm,SCFUS2305702doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010799001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010801nm,SCFUS2305703doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010801001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010803nm,SCFUS2305704doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010803001nm,Active,1,"9 000.00","9 000.00","7 200.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 000.00","9 000.00","7 200.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010805nm,SCFUS2305705doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010805001nm,Active,1,"9 000.00","9 000.00","7 200.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"9 000.00","9 000.00","7 200.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010807nm,SCFUS2305706doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,C010807001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010809nm,SCFUS2305707doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010809001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010811nm,SCFUS2305708doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010811001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010813nm,SCFUS2305709doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010813001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010815nm,SCFUS2305710doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010815001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010817nm,SCFUS2305711doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010817001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010819nm,SCFUS2305715doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010819001nm,Active,5,"8 000.00","8 000.00","1 400.00","5 000.00","5 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","8 000.00","1 400.00","5 000.00","5 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010820nm,SCFUS2305712doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010820001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010822nm,SCFUS2305713doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010822001nm,Active,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00",0.00,"8 000.00","8 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010824nm,SCFUS2305714doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010824001nm,Active,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,5,"8 000.00","4 000.00","-1 800.00","5 000.00","3 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010832nm,SCFUS2305719doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010832001nm,Active,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010835nm,SCFUS2305721doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010835001nm,Active,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010837nm,C010837doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010837nm,Active,6,"160 000.00","160 000.00","112 000.00","16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,6,"160 000.00","160 000.00","112 000.00","16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010842nm,C010842doc,USD,"1 111 111.00",,,,,,,,,,
,,,,,C010842nm,Active,2,"120 000.00","120 000.00",0.00,"96 000.00","96 000.00",
,,,,,,,,,,,,,
,,,,,,,2,"120 000.00","120 000.00",0.00,"96 000.00","96 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010844nm,SCFUS2305728doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010844001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010858nm,SCFUS2305733doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010858001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010861nm,SCFUS2305734doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010861001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010870nm,C010870DOC,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010870nm,Active,5,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,5,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010874nm,SCFUS2305739doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010874001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010876nm,SCFUS2305740doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010876001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010878nm,SCFUS2305741doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010878001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010880nm,SCFUS2305742doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010880001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010882nm,SCFUS2305743doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010882001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010884nm,SCFUS2305744doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010884001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010886nm,SCFUS2305745doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010886001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010888nm,SCFUS2305746doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010888001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010890nm,SCFUS2305747doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010890001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010893nm,SCFUS2305749doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010893001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010898nm,SCFUS2305751doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010898001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010903nm,SCFUS2305754doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010903001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
